datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2024-10-24T0,"[1202.74, -739.83, -1224.69, -693.93, 21.94, 1433.76]","[357401.62, 171895.06, 348668.62, 171771.1, 364367.75, 172053.39]","[-128869.38, -46261.15, -126908.52, -48613.87, -129975.09, -48057.43]","[-113270.06, -37511.5, -110617.17, -40594.37, -112901.98, -38676.52]","[-10016.12, 4383.54, -8281.52, 2474.29, -7813.95, 5020.04]","[-68399.59, -46579.93, -66985.25, -42400.12, -73452.8, -45153.51]","[-36069.45, -45048.52, -35137.73, -41803.14, -39443.02, -44304.07]",3.76e-05,69.3,69.3,83.17,1.7,0
2024-10-24T1,"[1204.78, -764.27, -1251.28, -641.98, 46.51, 1406.25]","[370664.38, 183122.56, 360179.6, 172847.05, 364945.72, 175654.31]","[-145459.05, -52251.54, -139544.64, -60391.79, -132182.67, -53931.71]","[-110758.61, -43009.95, -107943.15, -35635.73]","[-11668.19, 2728.09, -8430.78, 2589.31, -9878.22, 5167.14]","[-65429.16, -46885.99, -63656.52, -38605.62, -69741.7, -42256.12]","[-36588.54, -42843.98, -39896.23, -40003.36, -39113.92, -44654.03]",4.85e-05,68.4,68.4,85.7,4.2,0
2024-10-24T2,"[1183.17, -792.49, -1260.18, -647.98, 77.01, 1440.47]","[346491.7, 199467.25, 343556.56, 191647.86, 360933.97, 202096.36]","[-125769.2, -68871.69, -123277.08, -73500.18, -123745.84, -72294.84]","[-112213.66, -40141.04, -113389.34, -34356.16, -121033.83, -40398.43]","[-11992.09, 945.94, -5435.24, -541.3, -7699.86, 5874.6]","[-60453.77, -44289.38, -65956.77, -39932.89, -68594.86, -48769.97]","[-35326.97, -46279.94, -34789.15, -42516.65, -39060.5, -45605.3]",4.28e-05,68.4,68.4,86.88,1.7,0
2024-10-24T3,"[1203.04, -741.45, -1224.21, -689.45, 21.17, 1430.9]","[341173.12, 185436.12, 336947.28, 179809.42, 352780.7, 188111.34]","[-127641.84, -67110.45, -124302.12, -71851.5, -125081.89, -70005.3]","[-108622.1, -35744.11, -109064.62, -33932.27, -113472.81, -37403.34]","[-11393.27, 1098.34, -5283.96, -469.68, -7247.31, 5590.4]","[-58627.91, -44000.72, -61427.54, -37660.9, -67025.62, -45164.14]","[-34209.07, -38912.48, -36213.15, -35154.38, -39220.22, -40301.38]",4.57e-05,66.9,66.9,86.8,2.0,0
2024-10-24T4,"[1200.72, -733.08, -1218.91, -695.3, 18.2, 1428.38]","[337236.97, 184364.44, 333011.78, 181352.7, 348236.8, 186792.39]","[-128225.76, -69177.48, -124649.92, -73437.52, -126653.7, -71129.21]","[-107675.96, -33215.48, -107529.96, -36600.86, -108096.45, -36406.07]","[-9545.76, 2071.82, -5574.7, 837.71, -6744.35, 4949.57]","[-57896.42, -42535.96, -62180.98, -37220.16, -66523.68, -45223.59]","[-33236.53, -40765.87, -32438.61, -34211.79, -39517.6, -38191.38]",4.45e-05,66.8,66.8,88.82,2.0,0
2024-10-24T5,"[1207.73, -739.27, -1227.68, -696.19, 19.96, 1435.46]","[332004.62, 181468.53, 331306.25, 176792.31, 345066.88, 186045.03]","[-127677.61, -67699.12, -124072.96, -69746.91, -127623.23, -68443.09]","[-105544.56, -32619.32, -108793.88, -34733.01, -108447.12, -38177.02]","[-9688.82, 1580.98, -4712.65, 38.12, -6087.42, 5149.2]","[-57435.19, -42217.27, -61801.81, -38123.91, -64805.95, -45583.29]","[-31035.46, -39810.25, -31302.39, -33523.52, -37424.63, -38224.55]",4.21e-05,64.2,64.2,92.49,5.4,0
2024-10-24T6,"[1198.73, -740.14, -1224.18, -688.45, 25.45, 1428.59]","[332141.2, 179260.92, 325262.56, 176203.9, 340867.28, 179135.17]","[-125133.04, -65451.95, -122788.23, -68475.12, -124895.07, -67703.27]","[-104060.66, -32533.31, -105898.05, -32847.95]","[-9656.69, 1602.41, -4683.14, 142.2, -6131.78, 5216.82]","[-60446.8, -43679.68, -60680.47, -39737.16, -65715.6, -43554.02]","[-32201.13, -38472.37, -30603.41, -34597.8, -35601.34, -36463.95]",3.86e-05,65.0,65.0,89.77,2.0,0
2024-10-24T7,"[1203.83, -735.49, -1223.57, -694.58, 19.74, 1430.07]","[329271.34, 184418.56, 322908.3, 180094.16]","[-122064.82, -63517.87, -120808.37, -66308.59, -122403.89, -66360.16]","[-105721.39, -32284.9, -106422.41, -34799.14, -106958.45, -35647.62]","[-11346.04, 1242.25, -5421.96, -309.43, -7292.43, 5627.19]","[-58252.32, -46628.39, -58195.19, -40441.92, -65216.32, -45073.72]","[-31226.9, -42484.44, -31441.58, -37536.23, -36439.91, -41561.73]",3.7e-05,65.0,65.0,88.51,1.7,0
2024-10-24T8,"[1200.5, -736.45, -1221.09, -691.11, 20.59, 1427.56]","[331309.97, 178910.22, 325771.44, 174713.42, 341400.72, 179701.84]","[-124505.38, -65988.07, -121433.59, -69246.67, -123550.64, -67862.62]","[-107199.99, -33539.95, -108702.03, -32169.63, -112323.05, -35895.9]","[-9892.87, 2109.39, -5718.97, 705.04, -6838.94, 5055.74]","[-59481.26, -43062.18, -59430.24, -39537.63, -64138.66, -42935.98]","[-29592.1, -37708.48, -29874.68, -33773.45, -33878.86, -37305.79]",3.96e-05,65.7,65.7,86.53,4.4,19
2024-10-24T9,"[1207.96, -736.22, -1228.26, -698.44, 20.3, 1434.66]","[331796.75, 185004.31, 326594.56, 184382.75, 339217.47, 186360.1]","[-123839.23, -67949.16, -122437.23, -70487.33, -124463.91, -70320.34]","[-105005.91, -30326.48, -108067.66, -35418.23, -105210.37, -36740.73]","[-5176.29, -557.78, -7279.26, 5632.59]","[-60998.61, -47124.12, -61110.07, -42573.32, -66774.86, -46407.16]","[-29870.32, -39771.66, -29178.48, -34640.43, -34824.6, -37774.04]",3.97e-05,71.0,71.0,83.06,2.5,35
2024-10-24T10,"[1239.35, -682.59, -1219.7, -726.74, -19.65, 1409.33]","[336994.7, 185999.7, 334701.16, 180798.33, 337697.38, 177372.28]","[-125107.48, -75377.67, -119859.34, -66796.98]","[-104789.32, -35873.13, -105155.34, -32744.89, -106694.83, -33576.21]","[-9633.34, 1649.89, -4681.17, 236.14, -5841.79, 5247.05]","[-61777.49, -43731.39, -67212.96, -37548.62, -69354.06, -44449.17]","[-31067.6, -39166.27, -31917.56, -34655.58, -35258.27, -37018.75]",3.46e-05,75.7,75.7,69.49,5.5,466
2024-10-24T11,"[1206.92, -740.25, -1226.84, -693.18, 19.92, 1433.43]","[327521.66, 182717.4, 324571.16, 177002.31, 339350.94, 185411.98]","[-124593.59, -67172.75, -121979.48, -70427.8, -123578.28, -69601.48]","[-105273.29, -33186.88, -107511.65, -31523.19, -110755.29, -36154.17]","[-9647.16, 1679.28, -4720.7, 150.43, -6080.57, 5195.26]","[-58008.99, -44562.43, -60172.64, -40131.23, -64375.81, -45993.9]","[-29377.06, -38772.67, -29583.93, -34389.82, -33893.82, -38104.26]",3.42e-05,78.0,78.0,62.52,3.7,611
2024-10-24T12,"[1203.29, -739.92, -1225.59, -692.01, 22.3, 1431.92]","[336649.2, 180712.19, 333861.12, 176843.36, 348084.3, 184116.39]","[-128527.93, -67483.52, -124914.27, -70751.58]","[-103824.59, -29997.87, -106134.37, -34519.65, -104111.45, -35942.14]","[-9692.14, 1740.7, -4866.56, 178.93, -6156.11, 5169.23]","[-64598.73, -45339.51, -68829.45, -37802.23, -75127.12, -47000.62]","[-29358.9, -38901.4, -28480.57, -33230.69, -34564.73, -36617.92]",3.21e-05,81.0,81.5,48.03,5.0,586
2024-10-24T13,"[1198.26, -736.34, -1231.27, -693.81, 33.01, 1430.15]","[328784.72, 179308.39, 325569.25, 181332.77, 336589.7, 180047.11]","[-120683.34, -63405.85, -119604.55, -67130.8, -120986.36, -65236.85]","[-106721.1, -30818.92, -108260.02, -35912.96, -106504.24, -34779.17]","[-11089.28, 1045.43, -5104.13, -461.1, -7002.15, 5601.09]","[-59301.1, -44732.74, -61195.36, -39976.97, -66555.53, -44724.07]","[-30335.94, -40657.81, -30773.13, -37137.16, -34873.59, -40153.92]",3.43e-05,83.2,82.8,42.04,3.7,630
2024-10-24T14,"[1209.29, -739.1, -1228.7, -696.87, 19.4, 1435.96]","[327481.44, 178340.1, 329530.38, 173692.22, 341447.22, 185035.83]","[-124559.55, -66239.23, -121772.95, -69387.21, -123737.12, -68133.91]","[-104669.82, -32017.23, -108146.03, -31304.66, -110023.12, -36264.62]","[-11577.22, 1061.12, -6358.73, 122.78, -8427.72, 5123.15]","[-57485.42, -42508.05, -63628.27, -37867.92, -66174.66, -47115.52]","[-28578.9, -37947.26, -29006.16, -34557.04, -32407.33, -37880.1]",4.15e-05,85.6,84.3,35.67,5.2,717
2024-10-24T16,"[1212.52, -726.19, 3.48, 1433.2]","[341775.03, 188935.45, 341145.06, 182237.62, 357105.78, 194071.77]","[-126011.48, -69015.09, -123520.91, -70730.59, -126827.28, -71053.89]","[-107695.16, -33066.45, -108325.74, -35869.62, -108831.59, -37046.45]","[-10812.75, 1923.07, -6414.42, 777.71, -7916.71, 5176.52]","[-64987.11, -45898.3, -71096.97, -38086.43, -76752.32, -49300.46]","[-31570.35, -42090.23, -31095.45, -37547.66, -36013.84, -40984.66]",1.37e-05,85.2,85.8,45.73,13.2,521
2024-10-24T18,"[1200.71, -737.22, -1222.44, -692.91, 21.73, 1430.13]","[348205.66, 185135.72, 344917.56, 180213.31, 361543.66, 187523.56]","[-123566.61, -63870.16, -121702.55, -66052.13, -124501.04, -66069.91]","[-109476.97, -34656.04, -110759.02, -36207.42, -112247.58, -38233.45]","[-11006.12, 3304.9, -8387.58, 1829.07, -8741.96, 4901.86]","[-63696.91, -44131.21, -65292.14, -37713.43, -72058.09, -43973.96]","[-39711.57, -44939.07, -38053.13, -41252.72, -43204.02, -43254.82]",1.21e-05,80.9,82.3,55.43,13.5,21
2024-10-24T19,"[1204.99, -742.11, -1225.96, -691.82, 20.97, 1433.93]","[355915.47, 192724.78, 352507.8, 186799.77, 369091.75, 196215.86]","[-124945.88, -68050.39, -122872.73, -68172.27, -127180.5, -69648.23]","[-111441.8, -38205.46, -109354.63, -38483.8, -113362.73, -38768.41]","[-10729.95, 3469.05, -8800.02, 4949.37]","[-71401.98, -44716.46, -75139.69, -40001.75, -79350.75, -47676.58]","[-36610.62, -44334.73, -36026.06, -41510.27, -39566.64, -44133.43]",4.93e-06,77.0,77.0,69.16,14.4,11
2024-10-24T20,"[1211.77, -727.44, -1238.15, -701.1, 26.38, 1428.54]","[347952.6, 198038.69, 346849.72, 192323.88, 359879.28, 193081.3]","[-124562.49, -68728.92, -123908.11, -69487.78, -126250.16, -68129.76]","[-109833.84, -37041.75, -113055.41, -39608.23, -111346.62, -40383.76]","[-10382.75, 3345.65, -7698.82, 1663.55, -7673.58, 4980.22]","[-64507.06, -48780.11, -63202.23, -41077.89, -72046.01, -43669.6]","[-38258.68, -42993.1, -41777.4, -44991.31]",1.66e-05,74.9,74.9,76.97,11.4,0
2024-10-24T21,"[1205.4, -742.93, -1230.24, -692.98, 24.84, 1435.91]","[360031.28, 192806.94, 358180.16, 188695.19, 373107.75, 196920.66]","[-136446.69, -71759.07, -133196.16, -72430.08, -138142.5, -72187.16]","[-111745.82, -36664.84, -111284.64, -38849.58, -112926.77, -39080.78]","[-9310.07, 5454.92, -10437.71, 3950.94, -8889.97, 3817.95]","[-67348.74, -47612.18, -67117.36, -42420.13, -73669.73, -46557.52]","[-34440.29, -41390.41, -35409.87, -38116.94, -38691.92, -42024.54]",6.4e-06,73.8,73.8,82.39,8.1,0
2024-10-24T22,"[1202.25, -742.78, -1227.87, -689.58, 25.62, 1432.36]","[350872.53, 195028.11, 370195.3, 197978.72]","[-122436.5, -64717.72, -121553.89, -65932.51, -124341.05, -67337.83]","[-111824.16, -38369.79, -112983.27, -34988.37, -118620.39, -39502.43]","[-9634.5, 3258.09, -6785.59, 1459.34, -6909.65, 4878.2]","[-68522.3, -51533.55, -71321.62, -45173.18, -77352.59, -52717.93]","[-37664.55, -42772.38, -37727.05, -38784.49, -42108.31, -42323.76]",1.76e-05,71.8,71.8,85.37,6.0,0
2024-10-24T23,"[1184.15, -790.36, -1275.1, -617.35, 90.95, 1407.72]","[355408.84, 193893.27, 360777.78, 188012.27, 356725.16, 196077.05]","[-126541.98, -70438.41, -125622.44, -67684.25, -126181.02, -68419.65]","[-118500.5, -32818.53, -116330.21, -41390.83, -108112.27, -35717.42]","[-9679.04, 2955.45, -6720.59, 1377.33, -6754.09, 4620.88]","[-74235.61, -37133.41]","[-35537.62, -45723.16, -37078.19, -42288.09, -38391.09, -45053.66]",1.77e-05,71.7,71.7,85.42,7.6,0
2024-10-25T0,"[1215.18, -740.04, -1237.37, -703.03, 22.2, 1443.06]","[354412.75, 176925.81, 352075.7, 174934.3, 365197.84, 178777.6]","[-132477.36, -50941.88, -133845.75, -53067.79]","[-110598.89, -34403.95, -112860.36, -38774.03, -111131.5, -39551.11]","[-9968.23, 2148.47, -5284.11, 197.71, -6138.37, 5305.59]","[-66402.69, -49931.4, -66306.04, -42776.09, -74535.41, -47549.78]","[-34229.84, -42966.2, -35050.85, -39388.59, -38783.41, -43052.34]",3.4e-05,70.8,70.8,84.24,9.8,0
2024-10-25T1,"[1205.43, -761.87, -1247.54, -663.5, 42.11, 1425.37]","[350141.94, 172189.11, 352259.06, 158545.19, 363591.78, 174355.88]","[-126075.59, -50720.72, -126810.8, -46646.84, -130347.96, -51793.89]","[-105288.77, -34207.44, -113882.28, -32783.8, -111217.49, -42999.92]","[-12111.67, 1906.25, -6547.59, 198.25, -7970.62, 5754.64]","[-70506.91, -49386.32, -68443.97, -44866.11, -73276.02, -46867.59]","[-35427.56, -38954.84, -35852.29, -33631.18, -40000.04, -37568.65]",4.47e-05,69.5,69.5,86.33,6.7,0
2024-10-25T2,"[1199.28, -740.03, -1221.8, -687.98, 22.51, 1428.01]","[352683.03, 165471.36, 348022.16, 161602.89, 363600.47, 167809.52]","[-138004.08, -52368.35, -132951.25, -53349.46, -138532.9, -51325.99]","[-105597.74, -31657.13, -107590.71, -32774.35, -108750.78, -35922.79]","[-12037.84, 901.57, -5175.7, -873.25, -7347.09, 5949.24]","[-63926.86, -44242.29, -68360.16, -39572.78, -71968.63, -47717.46]","[-32437.67, -37338.52, -33269.41, -34270.84, -36276.89, -37974.69]",5.08e-05,69.5,69.5,86.33,34.2,0
2024-10-25T3,"[1215.71, -737.5, -1218.45, -697.24, 2.74, 1434.74]","[342211.03, 187816.3, 331767.12, 180172.44, 350063.9, 188151.77]","[-125570.54, -68552.73, -121323.75, -70012.71, -124470.66, -70470.16]","[-107229.45, -31852.18, -106071.02, -33780.64, -107534.62, -35177.72]","[-11660.39, 1216.13, -5217.79, -753.1, -7022.36, 5699.77]","[-64714.59, -48546.43, -65902.3, -39711.96, -74060.98, -48030.39]","[-32343.6, -39299.05, -32597.73, -35174.88, -36251.32, -39355.71]",5.02e-05,67.8,67.8,89.46,7.6,0
2024-10-25T4,"[1199.99, -738.76, -1224.23, -690.23, 24.23, 1428.99]","[333991.2, 182127.92, 332064.75, 176942.25, 347174.75, 185047.36]","[-121813.15, -64915.72, -120234.22, -66998.02, -122692.37, -67208.99]","[-106154.91, -31700.19, -107522.66, -34432.94, -107632.51, -35779.17]","[-11461.23, 859.4, -5071.54, -733.38, -7139.96, 5619.84]","[-63656.66, -47854.33, -67891.34, -40428.56, -74111.76, -49526.01]","[-30228.58, -37752.91, -30685.9, -33605.03, -34874.15, -37335.38]",6.32e-05,67.7,67.7,86.84,8.1,0
2024-10-25T5,"[1200.4, -737.66, -1225.15, -692.32, 24.75, 1429.98]","[335972.78, 179089.98, 334605.84, 177232.84, 347147.38, 183314.33]","[-123425.21, -65344.09, -120925.45, -68614.04]","[-106837.56, -33136.25, -109532.55, -31564.31, -112902.61, -35950.25]","[-11143.16, 729.82, -5413.12, -270.18, -7668.28, 5234.53]","[-63697.68, -43510.91, -67330.32, -40524.8, -70098.69, -46653.71]","[-30201.15, -37074.14, -30741.34, -35510.68, -32724.81, -37971.45]",6e-05,68.6,68.6,88.87,5.7,0
2024-10-25T6,"[1207.85, -740.79, -1229.15, -694.58, 21.3, 1435.38]","[333182.1, 182571.62, 328100.12, 180907.94, 340920.8, 184860.17]","[-123926.65, -67174.41, -121564.92, -70589.23, -123027.92, -69661.26]","[-104897.78, -31490.45, -107833.65, -33797.78, -107339.76, -36848.89]","[-11207.37, 1246.25, -5373.07, -344.53, -7161.65, 5518.51]","[-62270.67, -46968.68, -62883.33, -41829.19, -68675.82, -46661.57]","[-30228.45, -37448.95, -29816.87, -33637.68, -34039.5, -36443.37]",5.65e-05,69.5,69.5,87.44,6.2,0
2024-10-25T7,"[1193.83, -743.94, -1252.3, -691.91, 58.47, 1435.85]","[331525.62, 182875.44, 338490.62, 189092.14]","[-123319.86, -67322.7, -123819.73, -77860.98, -119694.73, -71318.11]","[-105919.93, -30075.09, -111039.84, -39552.66, -104062.02, -37032.78]","[-9402.86, 3120.32, -7018.1, 2604.6, -7865.97, 5258.96]","[-63106.55, -49954.89, -63737.9, -42574.73, -72876.89, -46046.04]","[-29118.1, -37899.59, -31310.27, -36537.67, -33303.18, -39177.39]",5.12e-05,70.1,70.1,87.47,8.1,0
2024-10-25T9,"[1219.32, -733.77, -1239.28, -704.45, 19.96, 1438.22]","[328896.62, 186062.19, 328684.34, 180454.72, 340749.72, 185730.47]","[-123131.3, -69069.9, -122584.73, -70130.36, -124579.2, -70141.64]","[-105788.45, -32432.76, -109452.93, -32488.59, -109800.18, -35959.7]","[-9812.68, 2251.64, -5142.3, 145.16, -5781.46, 5314.74]","[-60082.8, -47570.16, -61331.93, -41961.61, -66932.98, -46537.55]","[-29447.99, -38525.7, -29558.5, -35325.95, -32990.03, -37654.36]",4.73e-05,75.1,75.1,81.25,8.1,34
2024-10-25T13,"[1207.9, -737.46, -1224.4, -695.33, 16.5, 1432.79]","[337812.28, 182882.33, 330014.47, 182405.4, 342841.25, 184320.44]","[-123798.41, -66089.93, -120596.66, -68989.7, -122771.33, -67863.44]","[-103915.77, -30320.69, -106438.31, -32704.24, -105995.8, -35591.66]","[-11761.5, 2308.08, -7415.33, 1039.41]","[-67284.77, -46954.56, -65672.3, -43147.12, -71431.28, -45594.66]","[-30370.09, -41055.34, -29236.92, -37864.07, -33154.32, -39932.37]",4.2e-05,85.6,87.7,51.34,4.0,717
2024-10-25T14,"[1208.71, -738.66, -1229.1, -696.21, 20.4, 1434.87]","[335711.34, 180411.94, 335779.88, 177308.95, 347356.56, 185772.94]","[-122889.02, -66203.41, -120611.72, -69135.76, -122403.41, -68240.66]","[-105328.54, -32443.33, -109348.65, -31629.17, -110995.77, -36998.7]","[-11976.17, 2020.55, -7021.01, 597.21, -8542.58, 5634.98]","[-65813.56, -43894.7, -69307.03, -43101.27, -69988.88, -48139.02]","[-29038.76, -39139.7, -28826.04, -33288.46, -34710.21, -37221.27]",6.94e-05,87.1,88.7,47.11,4.3,699
2024-10-25T15,"[1205.42, -748.41, -1235.43, -688.58, 30.01, 1436.99]","[338920.9, 181937.6, 340987.8, 183899.03, 347223.06, 191985.72]","[-122950.82, -65812.23, -119818.48, -68899.45, -121888.58, -67266.66]","[-103733.68, -31040.59, -106567.6, -34711.46, -104828.98, -36904.4]","[-11209.62, 1922.04, -6577.64, 423.91, -7858.42, 5209.58]","[-70501.77, -45332.58, -78491.99, -41606.04, -79666.17, -52152.05]","[-29838.49, -40898.91, -28817.12, -38298.59, -32238.36, -40033.55]",4.64e-05,87.2,89.3,48.64,10.0,599
2024-10-25T16,"[1207.57, -739.54, -1228.31, -693.63, 20.74, 1433.17]","[339590.25, 186567.06, 342025.75, 185095.53]","[-122395.55, -65217.34, -120668.85, -67694.77, -122386.34, -67646.55]","[-108410.7, -32638.94, -111315.27, -35882.92, -109900.14, -38501.46]","[-11308.38, 2810.9, -8258.23, 1426.14, -8870.02, 4781.49]","[-66165.22, -47028.9, -70651.95, -42325.24, -74139.73, -50326.95]","[-30604.13, -43695.18, -30411.15, -39805.31, -34490.78, -42973.22]",2.65e-05,86.9,89.7,51.45,9.7,455
2024-10-25T17,"[1214.1, -743.77, -1233.61, -697.4, 19.52, 1441.17]","[353739.53, 178607.08, 360732.3, 180380.97]","[-132870.84, -50764.04, -131288.05, -53394.02, -133255.69, -53319.62]","[-112250.34, -34641.15, -112316.09, -43777.62, -107293.79, -41341.36]","[-10939.12, 5292.41, -11732.93, 4262.42, -10809.16, 4132.7]","[-66439.72, -50288.49, -63817.58, -45391.94, -70949.41, -47512.15]","[-34953.05, -42441.03, -33848.11, -39473.89, -37676.57, -41496.19]",6.56e-06,84.1,86.9,56.83,13.0,262
2024-10-25T18,"[1197.77, -736.08, -1221.04, -689.81, 23.27, 1425.89]","[350642.84, 182506.7, 347039.2, 181598.84, 359841.66, 186134.69]","[-125079.94, -66219.02, -121603.98, -67782.08, -125575.36, -66598.37]","[-110094.6, -31291.04, -112402.8, -36222.92, -110283.6, -37307.95]","[-11080.91, 2634.45, -7351.42, 1111.23]","[-68869.74, -44847.7, -70371.38, -41722.11, -74353.81, -46257.93]","[-34772.75, -41942.14, -34570.76, -36148.56, -40663.98, -40248.14]",9.21e-06,83.6,86.3,57.73,13.4,26
2024-10-25T19,"[1210.99, -742.92, -1231.21, -696.14, 20.22, 1439.06]","[360856.1, 174732.19, 354187.78, 169632.89, 371649.97, 174448.83]","[-134075.3, -52772.54, -132015.05, -53745.87, -135875.25, -54132.44]","[-111768.95, -35209.7, -112539.83, -37476.79, -113337.12, -38988.24]","[-10308.97, 3729.03, -8699.04, 2645.99, -8876.67, 4623.32]","[-66991.55, -50030.11, -64999.46, -43497.19, -73384.51, -46969.67]","[-36960.59, -39601.06, -35220.26, -36752.54, -39403.13, -38108.53]",1.2e-05,80.1,82.2,62.25,9.0,0
2024-10-25T20,"[1203.07, -742.57, -1228.29, -692.12, 25.22, 1434.69]","[355807.12, 191340.75, 355907.22, 182844.69, 374112.38, 195089.39]","[-126113.42, -66098.62, -122396.46, -66722.63, -127486.84, -65949.6]","[-111052.41, -34960.46, -111751.37, -37779.82, -112401.94, -38700.26]","[-9756.65, 4468.53, -9413.06, 3036.83, -8663.72, 4132.12]","[-72997.07, -49709.17, -76278.68, -40507.88, -84904.92, -49814.21]","[-35102.12, -44153.97, -35286.31, -39988.79, -39789.25, -43779.79]",1.03e-05,78.2,78.2,74.14,8.8,0
2024-10-25T21,"[1210.22, -743.51, -1221.34, -691.61, 11.11, 1435.12]","[367579.2, 177252.97]","[-135384.03, -52960.86, -132563.3, -53861.15, -136503.77, -55489.11]","[-113003.08, -36252.12, -111215.75, -39488.99, -112168.43, -39861.41]","[-10198.8, 3942.51, -8481.49, 2548.13, -8503.05, 4668.48]","[-71814.86, -48868.93, -74214.27, -39485.16, -82678.52, -49288.3]","[-36391.72, -42225.15, -37304.2, -38571.71, -40405.25, -43306.38]",9.12e-06,76.8,76.8,84.62,6.7,0
2024-10-25T22,"[1205.5, -740.28, -1226.39, -694.27, 20.89, 1434.56]","[371728.66, 179340.55, 366810.88, 174653.94, 384184.38, 180912.33]","[-136048.4, -53298.59, -133909.36, -55173.09, -137361.78, -55022.42]","[-112307.77, -35559.73, -112815.67, -38248.78, -113610.21, -39275.04]","[-10145.5, 3754.92, -9425.03, 4211.34]","[-74232.66, -51070.21, -69575.97, -45417.67, -78876.21, -46203.5]","[-38375.86, -43354.31, -44057.41, -43658.55]",3.51e-06,75.5,75.5,89.48,6.8,0
2024-10-25T23,"[1210.66, -745.04, -1232.89, -695.14, 22.23, 1440.17]","[356956.28, 175428.48, 349425.1, 172434.39, 365479.06, 175452.3]","[-127810.1, -47053.95, -126881.88, -48929.01, -129300.67, -49640.03]","[-112813.84, -36579.37, -112825.27, -39774.02, -113250.14, -40210.82]","[-10341.77, 3169.51, -6907.37, 1174.1, -7170.98, 5183.83]","[-69113.34, -51338.17, -65424.49, -44015.08, -75422.76, -46441.9]","[-36098.3, -42746.85, -36651.85, -40061.2, -39545.68, -43452.54]",1.21e-06,74.7,74.7,91.51,6.5,0
2024-10-26T0,"[1205.48, -746.02, -1233.96, -692.59, 28.48, 1438.61]","[348571.38, 192232.95, 339718.28, 189187.27, 357246.5, 190194.81]","[-125485.28, -69044.84, -123641.16, -70479.09, -127082.49, -70787.51]","[-109600.26, -33903.96, -109236.02, -36417.02, -110629.91, -36301.14]","[-10644.72, 2479.44, -6208.51, 214.16, -6723.33, 5248.92]","[-67886.95, -48175.16, -66236.77, -43132.36, -73494.51, -45878.42]","[-34214.58, -42753.2, -33702.64, -38590.13, -38571.09, -41635.11]",4.13e-05,73.6,73.6,94.81,6.7,0
2024-10-26T1,"[1203.16, -741.14, -1225.62, -690.83, 22.46, 1431.97]","[345526.03, 190227.28, 338771.72, 181410.06, 359266.56, 188438.95]","[-124019.37, -65462.92, -120692.4, -67494.19, -123943.65, -66608.42]","[-107519.19, -34505.53, -110419.73, -35253.45, -111478.25, -39327.58]","[-11504.42, 1047.81, -5183.03, -752.65, -7045.73, 5624.81]","[-67491.09, -47681.6, -67156.7, -40220.95]","[-34251.99, -42789.38, -34623.08, -36901.93, -40374.1, -41690.73]",4.51e-05,71.9,71.9,93.97,1.5,0
