datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2024-12-07T4,"[946.48, -516.75, -1469.74, -554.48, -301.66, 1591.89]","[248733.98, 142763.69, 394802.8, 116217.95, 355081.9, 268893.1]","[-87051.5, -48146.85, -133674.03, -40568.1, -121471.18, -87784.84]","[-81473.48, -30835.52, -127305.24, -15929.94, -119989.05, -66864.61]","[-8080.81, 1371.34, -6817.97, 1690.9, -9048.36, 4077.15]","[-48596.62, -38152.09, -83701.59, -29971.67, -75124.06, -70254.52]","[-22844.42, -26224.56, -42623.27, -30670.4, -28688.42, -47207.05]",5.424204e-05,47.6,42.7,53.21,11.2,0
2024-12-07T5,"[378.78, -450.63, -2033.65, -407.56, -806.92, 1707.04]","[153291.53, 23692.96, 531870.44, 85733.54, 302214.03, 399354.84]","[-53409.42, -7812.73, -184152.52, -32319.58]","[-45742.82, 1750.54, -166004.27, 4519.86, -108573.62, -105348.87]","[-3775.95, 2283.46, -8441.35, 3578.44, -11242.4, 1908.62]","[-32518.81, -9082.27, -112142.1, -26993.98, -60173.74, -95325.92]","[-17170.26, -10070.49, -60475.05, -33778.46, -18473.75, -63563.69]",5.804923e-05,48.3,43.7,52.65,10.6,0
2024-12-07T6,"[1099.61, 257.53, -1323.96, 297.67, -91.38, 2424.09]","[92295.91, 286265.97, 345201.06, -88282.45, 560243.9, 324773.5]","[-33071.35, -101328.62, -123168.48, 28251.78, -192496.83, -114397.6]","[-42499.7, -77699.06, -98488.38, 47234.01, -182372.6, -69655.67]","[-7159.25, -4516.55, -12238.74, 8072.6]","[-11182.97, -62984.07, -73838.37, 12808.22, -116283.43, -83380.02]","[2292.68, -38975.01, -45045.3, -3639.67, -56154.99, -64625.35]",6.086643e-05,47.7,42.7,55.83,11.3,0
2024-12-07T7,"[824.54, -1149.17, -1594.19, -1098.12, -348.91, 1016.64]","[365847.5, 39077.25, 431155.75, 269008.06, 195415.05, 219236.97]","[-129285.15, -8655.12, -146396.22, -97946.81, -65490.39, -70966.27]","[-108409.9, 6847.15, -151978.19, -53877.77, -71127.08, -60659.98]","[-6971.34, 6232.21, -8361.81, 1035.22, -5512.11, 1728.56]","[-76868.3, -17329.94, -85220.66, -63777.6, -38216.66, -50906.42]","[-43662.59, -25437.17, -38529.73, -53685.44, -14305.14, -37570.42]",6.188132e-05,47.7,43.4,55.7,9.4,0
2024-12-07T8,"[588.91, -467.83, -1829.4, -420.96, -586.73, 1694.45]","[483918.12, 92991.39, 324533.6, 355288.06]","[-66048.63, -23361.69, -169167.66, -36562.14, -110784.91, -119486.65]","[-58046.71, -8936.72, -151309.48, 301.38, -113414.02, -87566.26]","[-5267.1, 1839.91, -10570.47, 2859.4]","[-36298.09, -19971.42, -101956.95, -23325.55, -66245.21, -88390.36]","[-18661.04, -19266.27, -53179.65, -35879.7, -22796.89, -61888.73]",5.089401999999999e-05,47.6,42.7,60.27,11.2,20
2024-12-07T9,"[875.24, -1145.71, -1550.64, -1099.05, -308.7, 1023.34]","[370289.94, 43796.18, 410004.84, 261965.98, 202046.05, 199308.62]","[-129540.78, -12552.36, -140627.05, -96536.43, -66845.9, -67183.4]","[-112468.85, 8001.59, -142731.12, -54843.85, -72109.76, -51051.73]","[-6926.04, 6517.57, -9269.65, 1642.62, -5637.82, 1669.36]","[-79944.41, -21111.21, -80960.01, -63894.53, -41270.46, -48390.61]","[-40761.27, -23919.32, -35787.64, -47623.08, -15469.2, -33547.17]",5.085282e-05,47.3,42.7,64.05,9.9,74
2024-12-07T10,"[891.45, -1150.74, -1542.59, -1188.66, -349.94, 946.38]","[383833.8, 35116.47, 426393.75, 279823.62, 188473.56, 197411.94]","[-139988.47, -6965.11, -148809.5, -108574.03, -63258.73, -65829.55]","[-106273.16, 12592.33, -147536.55, -55236.46, -62925.04, -51043.75]","[-7086.99, 6514.29, -8353.68, 712.36, -4967.26, 1747.02]","[-87611.77, -21356.58, -84362.73, -67879.35, -41653.41, -48064.49]","[-42214.78, -25157.57, -36691.02, -48123.11, -14926.44, -33382.45]",5.137993e-05,47.2,41.9,64.87,12.1,47
2024-12-07T11,"[69.19, -1192.84, -2363.15, -1068.75, -1005.62, 999.9]","[277506.84, -126100.54, 606704.9, 266602.38, 91005.94, 366446.78]","[-94651.93, 45674.46, -213981.66, -90194.73, -32133.6, -126387.17]","[-75255.75, 54270.79, -206713.72, -44329.97, -46210.5, -108933.07]","[-2627.72, 7202.87, -9778.77, 2807.6, -7554.52, -1302.61]","[-65357.06, 19003.82, -119463.97, -73778.5, -11452.06, -81811.06]","[-38975.51, 670.07, -56139.8, -60398.74, 7037.52, -47230.45]",4.987914e-05,47.3,41.5,72.11,14.1,126
2024-12-07T12,"[544.48, -1190.83, -1880.37, -1149.63, -639.29, 975.56]","[335471.5, -34322.63, 145170.62, 277335.3]","[-119717.67, 13725.64, -172347.4, -101862.04, -50514.27, -93461.77]","[-93021.32, 27019.79, -171346.86, -54647.6, -53535.9, -78544.21]","[-4756.5, 7355.7, -11151.51, 2479.25, -6300.95, -125.55]","[-76958.87, -1233.76, -104690.77, -67940.52, -29665.21, -65743.37]","[-40386.48, -11832.5, -44814.86, -54191.21, -4434.98, -38648.05]",4.562872e-05,48.2,42.0,72.82,16.1,197
2024-12-07T13,"[325.1, -925.54, -2091.89, -879.67, -851.11, 1234.27]","[248641.33, -49770.45, 545842.06, 199720.58, 183842.61, 352545.3]","[-85832.48, 19783.07, -189273.5, -74480.52, -60804.01, -117682.39]","[-70200.97, 28909.49, -181362.92, -24728.36, -74491.55, -99909.26]","[-3531.14, 5589.35, -8247.83, 233.39]","[-56894.82, 2914.69, -113114.65, -54396.09, -34371.63, -84666.59]","[-31529.85, -6689.76, -51991.45, -48580.92, -5213.76, -49714.3]",4.365862e-05,49.5,44.7,71.48,12.1,166
2024-12-07T14,"[674.5, -1033.31, -1744.23, -991.33, -505.79, 1127.12]","[318509.72, 13047.61, 455846.88, 241653.98, 195516.33, 256751.81]","[-112292.78, -2758.53, -158283.45, -86255.27, -67847.07, -87278.58]","[-93853.28, 16164.82, -153206.36, -48298.96, -69528.95, -66243.38]","[-5605.59, 6172.96, -10309.79, 2955.81, -6999.34, 815.3]","[-69941.5, -13938.04, -94009.27, -59384.73, -40283.07, -64059.83]","[-36174.6, -17963.81, -39400.05, -49950.38, -10180.48, -39220.32]",5.326444e-05,50.8,50.8,66.08,10.8,51
2024-12-07T15,"[840.88, -1488.48, -1570.9, -1449.72, -334.81, 664.77]","[437937.06, -5556.03, 425295.53, 352621.5, 113039.09, 164652.77]","[-153164.05, 6820.51, -145699.56, -124337.67, -38792.33, -54539.92]","[-126391.05, 22637.85, -157312.92, -80423.65, -42364.49, -47825.72]","[-8060.4, 8331.31, -9016.2, -955.9, -3863.37, 663.94]","[-97194.52, -11261.42, -83191.93, -84891.81, -21832.91, -38763.98]","[-52491.36, -20254.31, -29426.11, -61279.77, -5461.83, -23369.28]",6.12398e-05,53.5,53.5,69.62,10.7,133
2024-12-07T16,"[971.58, 215.69, -1455.71, 262.46, -216.74, 2388.71]","[79900.66, 250599.03, 376265.72, -75710.86, 530720.25, 352754.97]","[-30425.29, -86860.95, -132425.97, 26928.36, -183312.92, -119138.5]","[-37341.45, -65030.89, -107746.19, 47087.55, -170752.55, -78738.73]","[-6307.69, -4088.48, -4560.53, 4149.8, -12306.41, 7478.98]","[-8443.98, -61325.51, -84027.81, 8088.31, -120370.11, -95031.27]","[3298.43, -32524.48, -46859.08, -9813.48, -43276.57, -66533.02]",1.890008e-05,54.8,54.8,70.95,9.7,42
2024-12-07T17,"[1035.63, -1331.69, -1378.56, -1289.67, -142.38, 826.78]","[432949.3, 57369.86, 365269.22, 318344.53, 174320.88, 137115.72]","[-159245.7, -17101.29, -133280.02, -115422.52, -63532.8, -47869.45]","[-126341.35, 10051.79, -128744.98, -73810.19, -56944.94, -31769.16]","[-8749.82, 6973.41, -7963.4, -243.79, -4049.99, 2082.05]","[-90619.45, -28659.8, -69117.43, -74023.13, -35725.13, -34996.52]","[-47374.88, -27935.89, -25554.53, -54157.32, -13406.74, -23815.86]",1.462024e-05,53.9,53.9,82.14,10.2,16
2024-12-07T19,"[770.33, -1347.54, -1653.59, -1306.15, -406.76, 819.06]","[409014.72, 794.93, 433294.12, 324213.88, 141672.42, 199414.86]","[-145161.89, 3946.14, -155748.61, -115154.46, -50263.28, -69131.26]","[-119644.89, 24478.59, -152239.67, -72357.02, -52204.93, -52631.78]","[-8450.87, 7584.69, -5236.59, 1023.66]","[-85029.58, -13484.77, -82665.77, -73808.7, -26333.57, -46678.51]","[-50067.33, -22574.05, -33406.34, -61639.59, -6941.32, -31214.65]",1.822666e-05,55.4,55.4,81.92,14.2,0
2024-12-07T20,"[1462.43, -1015.81, -953.05, -968.53]","[427836.9, 202974.66, 258266.84, 243746.94, 312247.16, 79216.26]","[-155974.7, -66773.34, -91764.46, -88042.5, -107931.15, -25502.62]","[-133636.25, -36114.17, -94617.83, -55241.19, -100300.84, -8729.57]","[-12196.61, 3860.02, -5575.31, -905.94, -4248.26, 5329.37]","[-83055.52, -56518.58, -47377.43, -55914.23, -65385.2, -24542.88]","[-42306.64, -46675.09, -18290.17, -42918.45, -33652.63, -24947.2]",1.877912e-05,55.9,55.9,88.1,13.6,0
2024-12-07T21,"[149.54, -1068.44, -2279.57, -1126.23, -1100.51, 1020.3]","[258537.73, -116253.27, 604348.3, 266925.16, 106596.76, 379126.4]","[-88727.44, 46442.73, -215536.81, -96229.57, -38055.46, -126586.4]","[-69697.06, 47737.55, -202320.11, -49455.19, -46864.73, -111395.7]","[-3404.39, 7048.03, -10245.12, 1705.98, -8651.11, -1463.32]","[-58142.69, 14212.34, -114170.92, -65425.79, -14630.14, -85233.38]","[-37905.2, 1559.02, -61442.57, -56806.06, 2297.31, -53665.4]",1.713822e-05,56.8,56.8,94.55,8.5,0
2024-12-07T22,"[-189.12, -204.02, -2604.1, -155.1, -1362.48, 1960.36]","[21583.36, -69223.3, 674832.3, 17883.22, 284285.66, 572305.75]","[-6595.5, 23932.46, -231835.2, -6613.06, -96934.44, -189362.42]","[-1861.61, 21943.35, -209212.9, 35790.59, -113410.68, -158935.8]","[901.67, 1831.69, -9201.45, 5801.92, -13835.87, 609.58]","[-6985.23, 14519.22, -139162.73, -17460.28, -51887.48, -134221.8]","[-6370.86, 7755.3, -84764.81, -34662.5, -7488.9, -89572.82]",6.140419999999999e-06,58.8,58.8,94.44,7.5,0
2024-12-07T23,"[802.19, -1470.16, -1619.99, -1424.31, -374.8, 696.12]","[434992.88, -10243.14, 431780.16, 356429.62, 113702.3, 177639.81]","[-152561.33, 8229.39, -148628.6, -126927.62, -38937.63, -59268.27]","[-128122.86, 28509.37, -153580.22, -82871.11, -43234.44, -47864.25]","[-8630.79, 9139.28, -11074.52, 40.18, -4964.15, 366.92]","[-91600.53, -13207.43, -80305.91, -80097.98, -21087.46, -41202.37]","[-53428.37, -21694.51, -37542.84, -65841.2, -4763.39, -28864.11]",1.113641e-05,58.5,58.5,92.45,8.6,0
2024-12-08T0,"[758.42, -1412.27, -1716.09, -1317.31, -379.73, 744.22]","[417396.1, -3921.18, 461999.53, 345585.25, 118664.76, 193105.36]","[-144183.16, 1682.12, -165266.52, -120215.59, -41054.95, -68746.41]","[-120741.76, 28048.71, -159204.08, -73691.21, -45556.72, -49698.41]","[-9027.9, 8004.75, -8965.23, -783.45, -4937.24, 788.75]","[-93217.38, -11263.13, -87273.88, -84943.3, -22353.62, -43905.58]","[-49560.72, -21800.06, -40612.8, -65187.13, -4056.69, -30746.92]",3.841566e-05,54.3,54.3,94.4,11.3,0
2024-12-08T1,"[388.03, -481.32, -2060.77, -413.81, -704.96, 1645.95]","[161405.14, 25563.22, 548149.44, 109896.53, 282695.16, 382707.3]","[-55926.43, -7383.44, -189253.25, -44747.34, -91378.15, -126791.73]","[-48390.61, 1425.48, -169036.4, 1390.62, -105957.51, -99724.08]","[-2707.5, 3078.53, -10709.71, 10414.38, -12005.58, -35.94]","[-35242.03, -10267.53, -112883.07, -35899.26, -57006.28, -89384.1]","[-18451.64, -11640.5, -65580.28, -40279.32, -15621.92, -65951.86]",3.867479e-05,53.5,53.5,97.32,11.1,0
2024-12-08T2,"[-311.07, -816.31, -2723.87, -769.76, -1491.79, 1340.21]","[164424.72, -178644.47, 758762.8, 220153.83, 99416.66, 575891.06]","[-71820.54, 62889.16, -286352.75, -120287.5, -13525.63, -227960.53]","[-30702.03, 60254.98, -230084.66, -4636.26, -63660.79, -152799.05]","[1858.82, 5854.91, -14286.64, 15416.66, -14819.26, -5683.72]","[-35610.89, 35559.77, -150702.89, -51263.02, -16896.76, -118184.67]","[-27484.63, 14837.14, -76666.31, -58627.59, 10220.94, -70432.88]",4.0198529999999993e-05,53.8,53.8,97.32,8.3,0
2024-12-08T3,"[821.75, -946.52, -1598.57, -903.54, -357.92, 1216.05]","[324838.84, 60546.65, 422439.5, 218442.89, 243318.39, 237309.45]","[-115852.47, -18930.74, -149166.17, -77777.37, -85510.2, -81164.82]","[-96900.63, 1436.07, -139890.03, -42668.83, -81627.03, -58744.09]","[-8221.16, 4504.93, -8635.32, 1306.36, -7899.25, 1984.35]","[-66714.99, -24113.19, -83841.97, -53121.55, -48797.51, -58855.84]","[-36488.64, -22697.28, -40268.23, -45461.2, -18781.75, -39735.55]",3.829101e-05,54.4,54.4,96.65,7.4,0
2024-12-08T4,"[416.39, -482.56, -2004.07, -429.02, -756.06, 1684.15]","[165811.14, 32317.39, 525513.9, 93234.63, 305677.1, 397646.88]","[-59213.33, -9143.03, -185767.23, -35908.46, -105255.01, -133208.22]","[-50369.86, 740.01, -167991.64, 3644.89, -111203.22, -105244.31]","[-4172.24, 2366.28, -8278.69, 3306.05, -11044.31, 2098.88]","[-33728.64, -12501.87, -105822.11, -26334.49, -61091.09, -95460.16]","[-17657.66, -13022.79, -57012.04, -37217.4, -16344.89, -64998.92]",3.978489e-05,53.6,53.6,94.82,5.6,0
2024-12-08T5,"[986.79, -890.97, -1435.58, -837.6, -185.29, 1277.92]","[329037.12, 104766.52, 375074.56, 203329.77, 273704.94, 203675.08]","[-118061.06, -34711.09, -132288.31, -72331.7, -96203.99, -69096.55]","[-102219.83, -9670.99, -127341.09, -40608.05, -90217.1, -47412.01]","[-9414.03, 3913.87, -7481.34, 253.85, -6975.61, 3442.39]","[-66041.31, -32693.59, -74604.64, -48504.04, -56392.43, -51360.44]","[-32661.54, -30882.7, -32732.59, -41432.21, -23234.21, -38478.73]",3.959831e-05,53.0,53.0,97.05,6.7,0
2024-12-08T6,"[597.8, -1260.16, -1825.06, -1216.4, -581.99, 907.88]","[364158.75, -33438.71, 141127.58, 249405.95]","[-131008.6, 14302.08, -170428.02, -108892.9, -49828.19, -86614.65]","[-103485.88, 30584.38, -162931.4, -63033.49, -52575.23, -67441.94]","[-7371.32, 7626.53, -9901.83, 225.2, -6592.92, 233.3]","[-78301.93, -3911.97, -96245.16, -69159.59, -26279.47, -58629.65]","[-43347.19, -14435.22, -41477.71, -54730.78, -5165.52, -36178.03]",4.019052e-05,52.9,52.9,97.05,7.5,0
2024-12-08T7,"[919.77, -930.42, -1498.01, -890.38, -262.27, 1230.34]","[335160.22, 86311.05, 403239.12, 214704.8, 262618.28, 221493.6]","[-120316.38, -27947.86, -140901.28, -78860.87, -90586.43, -74834.16]","[-100260.55, -5576.66, -133387.4, -37232.37, -89408.68, -52376.59]","[-6642.97, 5288.09, -8894.99, 3110.04, -6821.9, 2358.03]","[-71173.53, -28084.22, -83016.88, -54251.2, -54238.58, -55164.24]","[-36101.46, -29239.04, -36381.3, -46728.16, -20823.73, -40642.1]",3.939765e-05,54.3,54.3,92.0,5.6,0
2024-12-08T8,"[940.89, -32.15, -1474.92, 7.96, -237.06, 2126.49]","[134929.02, 208265.55, 387806.84, -17526.48, 472632.62, 326768.72]","[-49977.59, -76458.31, -139202.33, 2306.03, -168246.94, -113679.92]","[-51302.59, -52442.74, -116393.48, 26238.08, -152872.95, -73499.9]","[-6177.13, -550.82, -5332.74, 6093.46, -11119.73, 5031.67]","[-22972.53, -48377.73, -83435.71, -1688.99, -99890.7, -83762.41]","[-3862.16, -29716.57, -42791.59, -14686.92, -39809.81, -60076.11]",4.379905e-05,53.1,53.1,96.37,3.6,7
2024-12-08T9,"[-3454.81, -992.27, -5880.22, -950.13, -4635.06, 1172.46]","[-230840.66, -905777.1, 1521314.4, 192912.2, -310609.97, 1228820.5]","[89106.62, 323354.7, -543810.7, -78930.87, 106971.09, -426976.75]","[119383.57, 253824.64, -477622.03, 45124.73, 31615.49, -396725.94]","[20432.13, 11129.85, -20708.48, 13475.73, -19883.49, -15670.99]","[22981.49, 201076.3, -317065.97, -72989.51, 96697.7, -262282.06]","[-20426.5, 117110.69, -161484.2, -98888.87, 95892.69, -126392.89]",3.952186e-05,54.9,54.9,96.6,0.9,52
2024-12-08T11,"[700.6, -1012.64, -1729.17, -1017.19, -521.89, 1126.92]","[315716.8, 16664.99, 453180.06, 236607.19, 198302.1, 255733.9]","[-113014.95, -4619.57, -160903.73, -86946.06, -69281.88, -89536.94]","[-92683.66, 15560.64, -152929.2, -46075.96, -70208.02, -65713.34]","[-5721.87, 5500.81, -8288.88, 1867.67, -6397.6, 1441.39]","[-69135.21, -14541.28, -91720.52, -57425.75, -41248.92, -62623.74]","[-34536.82, -17860.55, -38727.03, -47337.41, -10505.95, -38556.21]",3.644594e-05,59.6,59.6,93.82,4.1,163
2024-12-08T12,"[920.26, -903.33, -1500.4, -859.99, -258.87, 1260.78]","[321040.12, 85631.56, 393902.84, 208694.34, 257691.08, 219084.84]","[-113950.43, -29204.41, -136668.4, -76792.6, -88148.22, -75189.85]","[-97896.42, -4908.68, -131092.34, -39052.89, -86661.6, -51327.54]","[-6910.09, 4888.76, -8562.09, 2584.27, -6820.85, 2440.96]","[-69221.16, -28609.8, -82155.24, -53817.12, -54283.86, -55759.21]","[-32425.68, -27078.8, -34786.37, -40895.05, -21092.08, -38476.21]",3.4584499999999994e-05,60.7,60.7,97.31,4.9,70
2024-12-08T13,"[658.48, -979.12, -1757.9, -933.54, -525.6, 1184.27]","[302119.78, 17755.14, 460459.2, 216658.2, 210526.98, 270580.75]","[-106135.62, -4649.71, -158643.03, -80687.85, -70537.98, -91531.93]","[-90657.09, 11919.86, -157731.05, -35162.13, -80053.19, -74017.64]","[-5362.12, 5675.79, -9468.18, 2962.3, -7081.88, 1130.93]","[-65834.73, -13122.33, -92476.41, -55241.36, -41936.99, -64336.41]","[-33496.11, -16862.64, -41511.27, -47818.54, -10215.9, -41033.99]",3.036906e-05,61.8,61.8,97.13,4.4,42
2024-12-08T14,"[-2858.16, -1249.33, -5299.54, -1155.42, -3958.05, 915.27]","[-71019.58, -793468.06, 1388175.9, 297912.56, -344451.7, 1017069.56]","[20022.41, 280577.72, -475133.84, -126096.73]","[73927.83, 233158.25, -438096.44, -24965.19, 47325.68, -309312.53]","[18368.86, 9833.27, -28058.33, 23140.82, -15163.08, -20704.48]","[-4009.97, 176199.16, -314206.22, -71889.48, 103963.34, -238653.7]","[-36664.4, 94405.63, -132010.5, -97344.75, 85860.71, -103123.72]",3.2864179999999995e-05,62.5,62.5,97.39,4.0,65
2024-12-08T15,"[708.15, -1208.24, -1714.32, -1162.22, -473.35, 959.97]","[367052.3, 799.2, 455942.7, 282532.97, 167550.45, 233851.28]","[-129005.23, 1923.95, -158390.94, -101366.66, -57568.02, -79709.26]","[-108097.92, 20846.3, -157183.86, -57118.95, -62963.79, -62752.37]","[-6255.11, 6692.69, -8985.03, 1145.62, -5621.29, 909.18]","[-81114.48, -10755.6, -93936.45, -72420.92, -31823.13, -56979.6]","[-41917.81, -18759.19, -36800.33, -52042.44, -8858.74, -34511.22]",3.889683999999999e-05,63.8,63.8,96.75,8.9,131
2024-12-08T16,"[808.03, -1295.02, -1642.57, -1325.59, -439.39, 817.47]","[396586.78, 7337.72, 443424.97, 299627.3, 147454.31, 204826.62]","[-145962.55, -718.79, -153718.23, -110890.46, -53146.93, -70135.37]","[-114840.84, 22187.28, -149361.56, -62655.73, -53629.63, -51670.29]","[-6836.1, 7507.99, -8784.95, 224.35, -4656.39, 1028.6]","[-83508.92, -12900.04, -94506.21, -72439.6, -27333.66, -51204.3]","[-44819.33, -22715.06, -36439.76, -53172.21, -7966.03, -32030.3]",2.201939e-05,64.4,64.4,97.38,7.6,29
2024-12-08T17,"[-193.69, -1193.34, -2606.86, -1149.59, -1373.75, 960.71]","[239737.7, -200397.19, 686654.8, 266730.62, 50988.01, 442773.3]","[-82413.54, 71481.88, -237305.36, -97198.54, -17577.97, -149613.62]","[-59677.06, 75197.15, -234250.28, -35934.05, -39594.5, -136499.02]","[-523.68, 7855.62, -11123.53, 3335.13, -8392.89, -2598.5]","[-59392.37, 35360.38, -138541.06, -73976.6, 230.1, -100129.34]","[-37084.29, 11232.57, -64788.46, -62226.94, 15053.43, -53135.32]",1.5700509999999997e-05,63.8,63.8,96.7,8.3,0
2024-12-08T18,"[894.36, -945.68, -1555.9, -936.34, -342.2, 1210.41]","[324091.72, 80021.03, 404109.1, 228950.27, 234001.62, 235121.06]","[-113665.81, -25107.05, -140021.44, -80065.89, -80585.29, -78748.37]","[-98281.42, -1662.03, -136501.44, -43216.67, -80832.34, -56545.28]","[-6983.9, 4423.19, -6740.1, 1217.79, -6044.71, 2624.08]","[-66630.5, -29044.24, -83411.02, -55360.54, -48182.63, -60877.2]","[-37890.88, -27909.02, -36799.05, -50806.65, -17659.96, -40787.48]",4.9274e-07,62.4,62.4,96.15,6.3,0
2024-12-08T19,"[931.8, -957.34, -1501.62, -913.59, -251.55, 1214.31]","[330557.03, 87886.48, 392676.84, 216447.27, 251726.53, 216049.89]","[-116760.22, -26849.8, -137919.33, -79514.7, -84600.78, -73238.21]","[-104067.05, -5708.61, -136907.89, -40230.55, -89910.05, -53060.21]","[-7177.28, 4788.31, -7610.08, 1563.56, -6069.96, 2635.8]","[-68652.19, -32409.61, -76015.92, -55901.62, -50688.63, -54860.09]","[-33266.5, -26991.02, -33607.46, -41668.09, -19740.37, -36717.73]",1.724229e-05,57.7,57.7,97.25,4.2,0
2024-12-08T20,"[890.28, -737.9, -1527.35, -692.22, -288.05, 1424.24]","[280860.06, 100755.77, 398988.12, 164049.19, 293075.12, 245617.9]","[-97970.4, -33258.8, -137601.81, -58923.68, -99002.35, -82835.62]","[-89126.05, -12995.91, -133056.78, -26117.21, -101200.57, -59828.73]","[-6632.33, 3413.88, -6757.53, 2164.39, -6938.05, 3285.37]","[-56604.78, -31579.35, -79277.71, -41943.05, -60248.53, -61331.01]","[-29877.56, -25602.74, -41653.06, -38505.45, -24991.64, -44124.19]",8.099999999999998e-10,57.7,57.7,97.36,6.5,0
2024-12-08T21,"[152.16, -2799.12, -2289.57, -2730.77, -1019.51, -619.74]","[611222.06, 683953.06, -282432.72, 154903.95]","[-222782.84, 120151.52, -214314.56, -238763.88, 93353.34, -55045.89]","[-180150.03, 125422.56, -220719.3, -174981.11, 78611.78, -60773.89]","[-7251.4, 18880.21, -14168.95, -3779.11, -679.52, -6865.17]","[-145229.45, 44017.46, -125593.97, -159342.1, 70112.34, -25923.49]","[-94574.72, 586.79, -35785.41, -106364.28, 41769.91, -5465.33]",1.250905e-05,58.8,58.8,93.87,6.2,0
2024-12-08T22,"[832.26, -208.66, -1583.55, -163.23, -348.38, 1951.15]","[153260.3, 156362.45, 404744.56, 24012.75, 407513.4, 325462.94]","[-55931.06, -54381.3, -143788.11, -11370.52, -140202.5, -111115.27]","[-53911.12, -36543.19, -125468.93, 17020.37, -137741.22, -78015.35]","[-6160.07, -365.08, -5709.91, 3270.54, -10142.06, 5284.19]","[-26939.85, -38660.29, -82672.05, -12842.42, -83614.59, -81083.91]","[-9700.82, -25715.39, -46493.16, -19399.08, -35129.64, -59760.82]",1.219397e-05,58.9,58.9,95.45,3.7,0
2024-12-08T23,"[660.04, -1703.53, -1758.08, -1661.67, -521.52, 459.92]","[470482.28, -75764.95, 471236.78, 411526.28, 42147.89, 181003.45]","[-166040.64, 29095.47, -165710.06, -147738.48, -14570.07, -62842.07]","[-134492.86, 51834.18, -168031.12, -100830.08, -20923.21, -51475.23]","[-8226.85, 10257.58, -9835.07, -1330.2, -3919.12, -779.68]","[-102913.54, -553.51, -91127.75, -92317.34, -5567.45, -41765.6]","[-58159.11, -14135.53, -35899.67, -68595.2, 3530.05, -23352.47]",1.532306e-05,59.0,59.0,96.09,5.0,0
2024-12-09T1,"[1065.18, -1053.7, -1364.04, -1014.61]","[381996.16, 104026.7, 365387.72, 253193.53, 248965.17, 174222.88]","[-138997.53, -34969.46, -129414.17, -92907.37, -87610.85, -59942.25]","[-116330.16, -8161.06, -124888.83, -55870.63, -81346.34, -40017.01]","[-10141.65, 4928.29, -7496.41, -192.04, -5990.16, 3295.14]","[-75867.98, -34519.54, -71197.59, -57343.5, -51404.38, -44231.43]","[-40008.71, -30570.73, -31749.71, -46156.11, -21905.41, -32527.74]",4.327403e-05,59.9,59.9,93.8,4.5,0
2024-12-09T2,"[859.71, -646.25, -1584.74, -600.2, -353.76, 1528.19]","[257214.44, 115937.05, 414079.25, 148943.05]","[-91804.6, -39969.98, -147659.78, -55326.16, -107605.23, -100827.73]","[-80849.64, -17344.84, -133479.7, -19901.63, -104938.03, -68444.66]","[-7409.53, 3225.65, -8738.39, 3814.82, -9843.38, 3014.5]","[-50723.96, -32692.68, -80989.22, -37232.95, -63264.89, -67875.86]","[-25771.01, -28414.71, -42580.04, -39583.26, -24436.62, -51556.38]",4.356988e-05,59.9,59.9,96.7,5.7,0
2024-12-09T3,"[730.96, -936.31, -1705.93, -890.32, -450.66, 1244.07]","[310665.62, 45461.54, 447395.16, 222666.1, 233894.97, 266105.38]","[-111059.4, -13124.98, -158839.44, -80333.67, -81931.98, -91143.18]","[-93316.78, 4645.82, -148251.97, -41708.8, -82313.16, -67815.38]","[-7564.04, 4810.4, -8247.05, 893.81, -7722.66, 2152.33]","[-63798.97, -20521.28, -87284.24, -54821.76, -45197.71, -64285.07]","[-34264.23, -20523.67, -44136.21, -45977.13, -16027.67, -44221.53]",4.545119e-05,60.0,60.0,96.67,6.1,0
2024-12-09T4,"[794.16, -190.24, -1639.9, -154.46, -393.56, 1984.29]","[146135.64, 155425.45, 425295.12, 22018.32, 421005.47, 348771.7]","[-52854.84, -53926.72, -149298.02, -10390.75, -144735.7, -117931.08]","[-51866.71, -37377.26, -130551.69, 19900.49, -145987.88, -83521.76]","[-5312.07, 427.47, -6290.51, 5349.25, -10279.72, 4086.86]","[-26238.43, -37995.57, -89028.76, -13004.84, -85927.43, -87143.66]","[-9211.71, -25817.21, -49485.49, -23148.99, -33351.02, -63444.76]",4.601241e-05,60.8,60.8,97.31,5.3,0
2024-12-09T5,"[850.95, -1167.05, -1601.89, -1219.84, -465.48, 928.84]","[384373.03, 14414.88, 446926.62, 289938.6, 170106.44, 219017.48]","[-135815.92, -2918.59, -152269.06, -110960.15, -54985.18, -73798.02]","[-110920.45, 18438.78, -151222.94, -57550.35, -61598.82, -56008.26]","[-6633.41, 6551.17, -8158.74, 1296.64, -5364.13, 1403.68]","[-84583.17, -12997.35, -95378.34, -64720.98, -37657.01, -53752.27]","[-45738.99, -22719.73, -39227.45, -57247.01, -9771.47, -36038.4]",4.483036e-05,61.0,61.0,97.37,5.4,0
